customer_id,recency,frequency,monetary
0106d19a26af41288035afc4b9b6c2c2,0,10,21.24
01162252405b4524a8fa1bf8e6d5f04b,4,18,129.85999999999999
01176ee7289b48e39ee6261d5c071a07,10,5,20.200000000000003
0118fbb66dd2443a9dd407d2c99a7672,44,3,64.03999999999999
0121fe001b7a404fa9cbe486f8944baf,25,6,191.68
0123564dbaf144a88a418c33b6350c17,24,6,176.74
012ee55a90bd4d969b0d0cdfaffdf6ab,10,11,9.98
013094309e1b49e095c098df412d125d,0,20,69.17999999999999
01380da907f8495496679c795867790b,25,8,154.99
013f2c82889f4641a9b847a48861cce0,8,9,186.54
0141d3870a424c03a20390040efad826,14,4,6.32
01443a2afce54939a323c978f467c540,7,16,417.92999999999995
014899c751254a62a96ce676eb11ddc2,6,10,287.10999999999996
0155a21497d54684a55c3bc609843768,3,10,7.939999999999999
0157e63b39c5456393026c6c03f3d84a,26,10,199.64999999999998
015c3d28c67e46aa95e9ec97c27220e8,16,10,235.41
015ef929e016415098eeae8ce59da721,1,3,18.28
015fb0b3fbaa4aceb910fbdf272f7547,0,6,14.290000000000001
016086228d58476599d0b47881c25509,3,5,83.2
01613170f679422a8acfa96f0f19fdf2,9,5,10.330000000000002
01633b71b3a2457aa7d35d8bcc3afb5a,0,8,161.51000000000002
016871ea865d4338975026ae08d221d0,44,3,45.79
016b37032984457fb33ba2767fcc8c9f,0,15,55.18000000000001
016edb1d1d67477391c5337545a5d98a,6,9,131.04999999999998
017160c1cdb845d48abec3c330b4427e,16,9,198.08999999999997
01772eae932447f9a853461a60820dc6,19,8,58.28000000000001
01784d3e205548a594ba3fcdbdaaf17d,10,13,151.82999999999998
017a93d1204f457bbe85f5e7de062b56,6,13,110.51999999999998
017febbe52e64ac19cf28cf0d44386e4,28,10,1003.4100000000001
01873cc8de734961949af7c04b2e9872,7,18,50.55
01887dcd32b64feb807e2436548b6c87,24,3,64.33000000000001
018a49ffb8cf4812903e7c1f56fbb0b0,8,13,98.65
018b8f83176d471db63d9733c741fc8a,27,2,37.04
01925607d99c460996c281f17cdbb9e2,34,2,54.620000000000005
0193c118afe84208b33ffeb1dcb277d8,7,2,6.05
01956670cf414b309675aa73368b94a9,18,10,248.64999999999998
0196d2062b8d4d019b8d96292266e8a4,79,4,61.120000000000005
0199681637524988a14245632b8376af,16,10,222.95999999999998
019be0c6f8fd4000b1967c7308b4bdf4,1,21,141.2
019cc78d8fed432ca6df71c132c72a99,6,7,16.48
019ed95d987446e3947da0246cdab831,25,8,515.0899999999999
01a202a9021e40aeaa5451a5d134c16c,16,6,156.05
01a5e8b57bc04e0292525f3e2817fa17,36,3,57.099999999999994
01ab25c31f034f85bc4ac9d286fb7a76,14,5,644.2899999999998
01ac633821f0498893320b41b5b22dfc,1,12,251.45999999999998
01b6d7e8f0884deb936a8a7f15dba895,5,12,162.90000000000003
01d26f638c274aa0b965d24cefe3183f,7,8,39.739999999999995
01de69b5edab4b89859ea8a7214ba35a,7,7,765.8800000000001
01e09d713abe4a36a70a33fe4b40534e,4,4,86.25999999999999
01e57718fc6b49b2875a9c02b32905b1,0,15,101.19
01e8739670a042b3877f8e843bdf55a7,13,8,181.16000000000003
01e91c5bc14148b2a4de0ce819e4c500,17,9,13.08
01e97a4633bf4963838a4aa9ed1dce3e,4,8,17.96
01ef4c6618b64334a15914ff9963eaac,32,5,135.57999999999998
01f33ff554d0443a9841adfd66d253f6,2,3,53.92
01f46a5191424005af436cdf48a5da7c,16,8,166.58999999999997
01f663b988964a4caca8b19abecb551d,17,5,97.64
01fe5ec668f241608eb2f7ec374cb1b7,1,10,161.89000000000001
01ff6c5d8d014dbd8c120e2b43a065ea,8,9,139.41000000000003
0200f61c69da4c2ea078842cdaf234e6,2,9,195.01000000000002
020354b1aea342cbaa018993f68fba68,8,2,7.67
0206e1388c34454caba2b7fce3123943,50,4,71.95
020be6e9805649858595dfbaab15ccd7,0,16,44.690000000000005
020be8b0fafa446ebcce6449b20bc92c,0,11,34.879999999999995
020c2d7b3d1b4d24b9502626b2d7ef46,11,6,20.94
020cd0f8047142e18a754303f9337d53,19,13,232.9
020d3a52b9ce432ea5f98fc58e9bfcc4,15,6,16.930000000000003
020d72e77c704c42bb0a858c1aaa3bcd,7,18,252.14
0215efe5136d4a038cb81eae92d59368,3,13,767.2899999999998
021616b8deea46438e3badc7fca5894d,32,12,218.51
0217c4393fd54e74a523b63c0fcc3da5,8,13,230.21
0218964095c94da0bfac44cf40c9343f,11,9,223.70000000000002
021adce38ab34ede96422ae107643fd5,18,14,247.26000000000005
021c1940868647efbcb40ccdb942813b,0,5,86.28
0222d267445f4f078bc325224e471766,0,10,23.169999999999998
0223ed57fef54575ac0b256937dc68fa,26,9,14.8
0225045e245f4b7289cc55c0b5870ae2,1,4,59.09
022f5553a0704b53ba26f2d23cb1234d,0,23,371.9099999999999
0231c913a51e420783be6bdeb75aa842,8,8,34.01
023411b8a45a4715979dae6cec425a8b,9,10,21.57
023a42cf62f742b795a975d56955e220,0,18,50.09
023fd15e56184ec19e23ed5a31c87543,6,7,28.0
024218e67fa549a4a0a99b32b7b6fbf9,14,11,193.38
0246e7cc7a3d4a98a940cb13776b5b55,0,16,47.449999999999996
0246f8fdf0b64014a98822b70231c58d,44,4,89.37
0247953d899b4a99acab74fa0a807c0f,16,10,22.650000000000002
0251876076024444864473545adce065,20,14,27.9
0252aa6f0dee4585ba886945c60f48f5,72,1,10.36
02557fafcf334c30a22c312c5647f71a,19,6,17.18
026876bc8c6a4e0c8e330342c92cc844,58,1,26.38
027561a162a54d86b6d45af5071c4d27,40,3,9.34
027596e6ed19471392923eb833b25fd3,18,6,14.86
02765747959045a0a7c452888b2f31eb,11,5,49.28999999999999
0276c9a3092d4f79a29d61a1462f9b4d,5,12,204.48999999999998
027c18923c0146e58ccd615f6a62d82f,31,11,24.550000000000004
02865fee714e466e99f9bb7a7203887b,3,5,18.95
028a12f0ee584455850300886174f3d7,55,3,72.4
028c88a958e54c36a31c4800fd6e887b,14,14,372.02
0295719cd357460cbab54f2392b01d19,0,10,34.1
029e063479234fb1b6c8727c3d45de62,89,3,69.77000000000001
02a00d256444415da8460cd2a3457ea7,2,5,22.299999999999997
02a3aa431c1047be8eafec3dcd6b5fd0,15,6,114.77
02a458e1233342b79caff81edbcc30a9,16,2,53.69
02abd909ebc94aca8766f3f0ee39db80,2,8,126.42
02b148f44eee4b9ca7487371472a6781,4,13,29.23
02b5aa5725f94bcb94ca58208015b7bc,9,13,39.910000000000004
02b6895b3cab4f79a116bddc1c70b5c3,4,16,47.81000000000001
02b7a80a321c4b078af92d494cc0f012,6,11,400.15999999999997
02ba8c272f284139abef53e0290bfb67,21,4,91.80999999999999
02c083884c7d45b39cc68e1314fec56c,49,10,29.889999999999997
02c6daf74a49491ca397f105ef944784,30,3,78.94
02c89861ce2c4010bf4ed63f6f6d5df3,17,13,261.71
02c8c9806a8c44f792a218fb2e8756b3,9,4,21.93
02d206df55d54efda515783e1c525e8d,3,2,4.43
02d2c404f19440ff9038c0d60a695cbd,15,7,19.53
02db8af535e54416a01aff51836d166f,11,1,0.61
02dd040b77914163b1fd02efc3976d55,1,12,181.81999999999996
02e2211319524b9e8bd09794d00d8513,9,15,65.97
02e4c9dff62e4857a429a4be3ba73ed0,5,14,48.86000000000001
02e5396559f94469b6d03e40d85830c7,14,8,206.25
02e6dbe7c694441a88f9160b6b0e1a35,26,11,148.87
02e6dd10b22c43fcb5a2dfc0038dac22,9,11,42.48
02eba2268a3640bb8e85880e12617c5f,8,12,188.97
02efe2a67be247a686f79ba1cbce42f1,5,10,262.09
02efe413dd194069ab58abde38ab5e02,0,6,182.29000000000002
02f446e152254ab7b01e29698932dd01,8,7,19.24
02f638a6c98241c98b24a06ca489aac0,4,5,17.64
02f77bb76ed14d28a05e23b3e00aeb9b,25,4,15.819999999999999
03019e49a5164723ae527bbd6949e0c1,3,8,164.47
0305b52a24744a9bb660bffc6b39e884,3,6,127.31
030c30c1955f4a17be09b692caf5ec5f,0,16,66.08
03118ab70a404fada1a433cd6abaa491,0,18,318.21
03257d4fcb6641aebaa46d5605d205ca,14,12,207.63
032aaa79b15e4103a9e91a786d416734,6,11,149.24
0335d274249f4eb6b3c51527f02a3216,12,12,244.02
03361f5f681e46ad97796d52caf9afa2,3,11,18.720000000000002
03374e3f14564b36a7138154ed8c194a,7,9,26.210000000000004
033bf5269a494dd787e5e9f4a45b843c,22,2,53.74
033d0a511a5c452ea2be37a23f8c6dcb,22,5,112.24
033f0ee2250e475b87f70115e7895957,46,3,90.43
033fed8bb1504885b866429db25543a0,21,3,89.97999999999999
0340f0361285411ab60a24823b020112,22,7,20.65
0342c7c449a84440b3f7a80ad095761a,0,17,245.21999999999994
0345b2da6507473ca4400ed84dc6725a,16,13,39.449999999999996
034946bd82b34a219b556a47f1200828,27,2,22.13
034b962ed61d4da1bb0baaec84cc2e85,12,8,139.53
034ce97360c6485ab990d903343f9f08,21,5,22.57
034dcdec0a0547a19d77dcf2bc8ecc48,61,1,11.37
03533ca5a4244ca3ac48b9c8ccba8332,11,8,17.07
0355c6a5fdbc429ea5b05e8a9ecd2eae,0,6,109.09
03566626393f43a88c55de21c61761d0,24,3,5.449999999999999
03568fe0e51b41a9bd752ec8be307ba5,43,4,71.82000000000001
03575a43a3da4691998de01fff617f99,0,8,201.29
035d5aa3c23a4059ae663b4c07aa26ce,2,12,261.95
03637e48ffda4bf9b73b079d03c0bbe3,11,8,98.99
03659e112e884f38afa963dcb243c6a6,16,5,6.34
03676dc08a0a4899b0af5030bb6da6f5,10,5,97.63
036c34e6a32a463db11ebb398a8719b6,19,7,19.03
036e4bedca2045afad50fda2d3b505ab,43,1,24.85
036f1e5cca91478685c8cef24cc8b076,9,6,14.81
03716dbf46394867ba126ebe1ebc202e,59,3,3.47
037334c596b849cc8f8004e4e663b005,13,11,23.369999999999997
0375600415e24e0a9fd83ec191d5955d,5,13,41.37
037c3e0c1cd6477dbe15812a05619fc5,15,7,135.91
03833a1fe27f4435917da7e54c6fa48a,27,2,2.38
0383a12d3a2d4fbb86ec83bd0c25eead,14,10,91.87
03887756866f4ea9b74b7e1b83ffac44,2,17,251.76999999999995
038d32f25cff4833ab44c5123e42583a,1,11,38.459999999999994
0390715ee2a4443eac8582a5941d61a9,23,3,51.81999999999999
03922ce960124f4a8c4acd2a332ef296,25,4,18.84
039e0c539c2f4fc582423412a8bceb40,3,7,11.27
03a6837af25144b18936719d7afd5a58,6,6,26.14
03aaca8d2f4448a0a1a4bc1423b3b45a,17,3,6.130000000000001
03ab43c52f3f44e3879910eaf9cd138d,28,4,5.990000000000001
03adb16f61e44e6594d6d8e38d0a3e64,14,5,117.63999999999999
03ae3b023c2540f4969b64b633be5ede,16,11,30.099999999999998
03af4a51012e4a00809df85c9279e4e4,2,6,155.35
03b0358ba8d945b3ac283f25969a0cca,39,2,2.12
03b326a99f5345df8b4d21ed26bdb0da,16,7,161.33
03b810ec338c4a85b063449f40c7b9cc,7,4,13.88
03bbce97de8240359c2706a4c9f537f2,0,12,39.230000000000004
03c0b69b3db24c70bba1622bc8dd8459,12,20,147.05
03c23b2ec84f4c5296e99c939288bcd4,3,4,87.1
03c7b0b202294fbe8edbd73b0b499fac,19,3,11.56
03cc530b458e4fb180c222777916e9b5,0,22,48.239999999999995
03cd7c3f955a4c47bd3caf4e9a2db37c,3,9,173.64999999999998
03deb7cf0ebd4c7889a8a9e44df1c50a,13,12,48.83000000000001
03e507f56bd34d3dacdecb5eb87111f7,1,14,287.44
03e67807671e4cb4bb34f2ebabc97d28,3,13,209.06
03e866224ec641c58bc93a69be00de9c,45,7,26.19
03ef53e2d3e1436eb3b2042a4825adec,7,8,194.09
03f1ad04292f47b2b1299cc92f8f2a5d,12,14,303.21999999999997
03f75ac6db7a457dbd6086e6b86a4fd1,19,4,20.52
03fbbeecf81b468684b50dbe63ac4587,9,7,12.739999999999998
03fe8e9f855846c88fd01c4b7b147db7,3,4,57.809999999999995
03ff3cf4aec84162be697c28346bdd5a,5,9,37.040000000000006
040704e99ab84cd08977858fab9b9276,4,7,144.32
0409252539634eca8a8d1b5407caa582,53,4,99.62
0409df7f3af74e8c813d975fbd4ceb02,6,3,64.2
040b2e6d3e914d609f6764b34b5a3a88,3,3,84.37
0414fcebbd7f4a19bca352622b1c84e2,4,7,27.730000000000004
04189492f0aa46f2b6fefe34ffbc7062,0,17,72.78000000000002
041967ceb80841ddbd306958d4f744ac,12,6,139.41
041f00ddd6f340b18c174a0c997c9955,3,15,30.82
041fd7c6b796430a867c4e03d2ff8f4d,2,26,87.13
042d7ab61d1143fe9230bcb1af34aa5a,2,3,41.13
04326bc8a2e94fe09557d30388647e52,14,4,12.23
04362cece3104f4ebcb3d49ef0bc7e9c,6,14,150.92000000000002
04369aa7ac9a4440a794c471ae7c3f77,13,5,9.67
043702ae29bc426e9f65ef7beb6cd08a,62,2,56.95
043bcfeacb874bbc837300701ce25870,14,19,355.48999999999995
04452c214f5f401bb1418313c1526cbb,11,6,138.29
044f41cfd98940119477d73c81f973a3,1,6,12.159999999999998
0454292436bd4cee98e8ec873e30433e,1,8,139.04
0456cf6870f849cc9e1ac5ea9e02dccd,17,2,31.9
04698a1182a24807ad4c36f12b67c5ef,13,5,90.16999999999999
046a2f9c32c14e7e9ad508f811ebfa2e,5,7,51.75
0471fe94846d40e9b5bc8ec77293720c,0,9,34.910000000000004
047a2de0c17849c89d04248c357cab52,0,6,23.219999999999995
047ad0135cfe4c0ea5ba019da4de9c52,11,10,171.55
047db31ef98140149f97667abee20860,4,9,9.18
0485b8cb0bfc4d938895bbd6d8cbd7df,7,10,26.600000000000005
048bf07732684843b6334f8f157af033,43,1,15.23
0494aa6671414fab9837fa3cd45e72bc,4,17,150.91
04a19ef08c9c4648a587d64ff72bf6df,26,14,237.84000000000003
04aa84f9a46a4920b70386c3fe60165d,13,2,60.28
04aeb750695a4d9eb3de6ce2ddb7b1e7,12,5,15.080000000000002
04bd9be0d1374492800aca71e512ed51,8,19,167.88
04c143b7068e4c32995e1031173bea43,13,6,16.58
04c3b99e274c40b4898ed7653e09cb62,20,6,159.88
04c4f933a8864cccbd4560e090355657,40,2,32.82
04c66db4925042a5bb103fec87225370,25,3,89.28
04c769db13764e6784ecd8e3fc25e207,0,4,6.58
04ca4f4a66934cec9d3bbd8833572cf7,2,9,132.19000000000003
04ca68b26ef14fbc96eb01ab1f2d1fc2,15,10,28.66
04cb9d0033f142efa2a367f4ef273460,22,4,57.68
04cfc7c495c1419f9a316c2a9876af97,24,8,108.09
04dc393b52714269877cf4ceda3f78f8,5,8,43.93000000000001
04dc7c54fc8147069875a5def52d711e,11,14,208.86000000000004
04e0842b079c4113a759aa6e09ea17ed,2,19,253.54
04e0eff0b4704fc291bbe1275f01fb7a,19,13,180.59
04e34b1c5fe64fbcb76bfe47ebbbf015,14,6,139.91
04e39b3e8fc449cfbcafd7dba2429f1c,18,8,135.5
04e44377fe9046a3b5b781d1cc74d064,62,3,6.530000000000001
04e4f53f9be74c09a9751838010386e5,9,16,216.48999999999998
04e5255c9e754c66b83c06ec70f62203,14,11,93.56
04ea45ec66574a618b0918834ee08fed,34,1,21.02
04ec49d81d154a70b3f0d5f280da3756,14,6,15.46
04f1f44632cd409cace939fa62b5fc7a,6,6,732.0799999999999
04f2e86f182d4fc4b7b1a1858c280a38,15,14,283.03
04f59344d54947ed8aa82c25effc9487,24,3,6.0
04fa747cd2d841bcaf08f0a64e82bbef,9,5,17.169999999999998
04fad15f96d446f483823ad08857e752,0,6,180.85999999999999
04fb6b47e11640139f3ef5d74d7a79a1,17,6,86.64000000000001
04fcbc5e1faf4b7bba20116ecb30ca17,24,6,58.52
05018c82b3d241328a5b0558dada3286,2,5,129.44
05037de294c540d3ba92aa627b992066,11,10,23.400000000000006
050a57f4d675402ba1a06c8c49a4a200,9,4,10.67
050cdb2d5b4b4bb3b1c612e17e0e8c1b,0,22,189.28
051006a0cddf40e0a973d9317c032086,17,17,51.82
051066a2c1284e23a1e3a2cc1389f23f,20,10,77.56
0514e61ffb1c4b52b8f0bf5ed2a348c7,16,5,7.87
0517e2aca44d4327875c3bb8478e492e,17,7,82.80000000000001
051b92f5a9f94328a8721e86905c1d3d,14,9,264.49
051e221bbd75481c8d935f6adcee2edc,0,19,322.75
05298f5390c7417c8dbbcbef9f081800,13,19,75.03999999999999
052f1e4cb527405facdb09a0b7e70861,3,12,187.97000000000003
05313b089485492aa50683d7f00fcbdd,4,9,28.67
0537e8df8a5a418ab1fd28c2063ad6f8,10,13,195.77
0538071eb35247af8c2816ec75a3c87c,8,11,166.72
053ba80f39aa4e4394ecf2d64d8ca85f,4,14,31.47
053de26a38684d628b83fef38eae0c69,19,4,8.129999999999999
05417c4386804c4fa74e34a3ca632f49,4,11,18.640000000000004
054244238c794ca380a197a21b2fd6e6,25,5,17.12
054a387e28fb4939abfe484ea801ff3f,22,12,184.96
054cfa16ec4a4757a41b1a4d0fb8add7,11,8,133.25
0552370c278345298835cc70e616c96c,6,3,64.79
0555eeabf1284cfd85c306caf9360d05,16,5,102.03999999999999
055640cd12d04eb4b8a51ec67d451fc7,4,23,213.22999999999996
055a06b9a6ad42fcaa1fe7706b5e21aa,8,3,56.83
055a2a48b6f84b5ba3427e05e6beeb3f,23,6,20.29
055eab487b874f38b65f3edf31b5eb41,12,16,51.1
055fe39c422643d89a93cf05cf610b2e,13,14,36.34
0561e602225b441aac45ff6e5bb74037,6,8,231.46
056495e7cd754a6c81b25d4ae5ca5e02,4,14,51.47
0565285a6b374513b887f9a6af7fa5bb,29,4,95.74
056b230b94304920a5c289974acaeb0c,25,10,30.48
05703c17280649238ea5005898dc7076,2,6,129.85
05746077fd824d72899e035cf893ce0e,5,7,26.69
0578d2389a8f4e4a81f4d2648b85293e,10,3,62.5
057f6741e0e0438e827cc0b18c601160,31,7,120.44
0580b842b328497ea4bd463af56c17e2,5,3,90.22999999999999
0581b31e87c64c92a64e1eb91bca5dc7,21,5,107.22999999999999
058406afd91541fbae0060827c0ac156,16,2,57.58
0585b57db9514fc786b29008e693a49d,2,7,177.87
058815f9957648d5ade6e9f8643e5e0a,0,3,6.84
05894078f0a84797a81049d3c3f04402,18,7,38.370000000000005
058b4e5020734ba7b48b0b43119bab0f,9,12,33.56999999999999
058e689c3b554eaf868897c8cef80c82,4,6,12.4
058e76ac9080489993e6adfbb943fd8d,10,11,255.40999999999997
058f0ba7688348b5b95581e513879743,27,10,18.479999999999997
05929d20f3c24ffe90b919936b714dc1,4,15,107.42
059de3bbf78b497fa190ecbc20d26521,15,13,180.07000000000002
059df2ccba4a442eb5537fbd8519569b,0,5,10.99
05a009c95e8d477cbed5c1661343bbb9,6,4,83.21000000000001
05a490c5df01453fb33e6ddd7e1744be,3,15,36.29
05a4da5c46034e42abb4495507d293bd,9,6,160.76999999999998
05a4f70725804ceab1daa9dc73734827,8,8,151.88
05aca359cfb04309a05362db256954ae,9,12,34.28
05ad6da25fcf4ea483562a4233cc345f,39,3,11.18
05b0cd60c07e4ffdb1829da2010b55ee,12,17,55.120000000000005
05b1e22c61c849c4bddd497795f2ac37,15,3,89.97
05bbe7decb6d43b684221df448979612,3,4,76.4
05bedc6bbcc64a41b1745f6efe00776d,29,9,1148.9199999999998
05beec1cbeb8481d9bfb5844343ba374,14,6,163.15
05c001b0be8a436dba8f7fdb7ac9273b,0,11,31.580000000000002
05c64ce569db467a939173b41889a77a,25,13,1030.6
05cf6d57cbb042e29569cd3ca842ba42,19,11,31.209999999999997
05dedca5b2034055a64979a2c28b3477,7,7,105.69999999999999
05e14ffbb5234affb70068da5fafbb25,4,14,374.25999999999993
05e3b4ecea3b45adb9734a2793eeb26f,7,17,60.18000000000001
05e42f14818d4e82911557052b334e05,9,8,14.84
05e6bcb70fe14e0da4730527ca35a4ae,10,9,107.51
05e96e45ce6045edbf84b14a6b557a18,58,2,49.34
05ea8d8a95eb4b209a6e048878470df1,38,5,133.53
05f33951bb1047f2a5b277d84c675cab,30,4,100.34
05f4d69f73024172a23a350e611166b4,3,7,77.74000000000001
05f5d803302a40d78b0724c86022c7cc,0,17,29.150000000000002
05f7979ead604ba1947685f603023b1e,16,9,18.74
05fc000adcf544ed9a726f45adac5896,9,12,224.45
05fc9b1280454d84a712d8cb763c7c79,7,11,185.72
0607b32041f94d65a07835fc9a13416a,0,10,182.66999999999996
060c0b9181674d03aa181b75353b9422,8,7,10.86
060f8becdb7543ed82d9ef1afd10e274,6,10,259.80000000000007
0610b486422d4921ae7d2bf64640c50b,31,3,77.01
06131d1c0a154320bd9b24af9f51f76d,3,7,120.02
06186260c2554978a92be071e4fe3c79,0,19,68.36999999999999
061afeca89524537b960b57b0a609533,19,3,49.83
061e7367906a4d0087b8e8f2f92a313e,7,15,257.21
0622afdf88de4cb4b0b59f08312c344c,15,5,17.29
06277465ef3145f28b6e15acb4a948b6,3,5,11.57
062964a129f64110a3919595cd731141,9,7,171.84000000000003
062bebd7d15a422aacfbe41412c1bbd5,3,11,50.73
062d468f10ff4489822fbdd647e57398,0,20,58.82
0632e74a24484c819d06eb086298c406,19,5,117.93999999999998
0637650fd20f4bc2a7b416f44f9383d2,13,7,22.59
06476b6b8d2a46a4a6a010ad0bb41698,16,8,223.52000000000004
0647d8018845486094ce99b6ca99eb6c,13,7,75.88999999999999
064c75dd2f664b5f9c1daa3d588d3073,37,6,24.59
064fd993498c4d628348de2085e9d569,5,2,5.65
0650c7a4df92429f8b695a4b646aa195,23,5,143.47
0651e2ab376f4608886a5b4a310944fc,16,10,226.18999999999997
0653f4c3e0524329896a2cbb7a423090,9,11,161.25
065467da18c743a7b8a87c9fd2d536d9,27,9,138.70000000000002
06546973bb7942f9bac814496d70678c,5,12,183.68
06609f295aba4e42abdaf07c2f758303,19,16,70.78999999999999
066146d1b92b4bd88ca2e7e0729bce5c,24,4,65.11
06647904f5c84f299ec20efa1cf923f4,5,17,39.79
066eb63659fa4f63b80eb829237dfbc4,8,9,124.25
0671319b6dde4602abbab1278752768d,5,9,27.430000000000007
0673e9690e874b7b842da2be63d2de84,24,5,123.08
0679b66105224a0c960efdb95f19ee1d,11,18,30.51
067d00749d234d72946b07f1f472fcba,11,6,16.380000000000003
067d163ebd2748cf954bd1ccc4cfa4af,9,6,124.50000000000001
067ee299952e49328b06da73e2ba1965,41,5,15.61
0681388282b14555ac390bef6c526ed7,22,11,41.71
06833436ed1a4cc1bda33978472e4444,1,4,103.17
06ab01a0775d4b35bceca2d607271874,1,11,185.07999999999998
06b1031271174d8596c1996478f07ede,15,16,39.51
06b14580b3d44014b99214631b841e66,9,8,207.19
06b81e95ef4b41d494b03f4832b2c82e,10,17,153.84
06b99e8cc24b426f8a578c749974b88a,4,15,400.53
06c2a531fef542cd89877cb9fb10aaeb,41,4,6.6899999999999995
06ca908ab8624ea7af1ed69068b47155,4,13,22.33
06ccdaa9fbaa4c21b4321c83bcd2a000,6,11,144.22
06d34b0fb66e4feea9b2c765755a8e1f,17,4,100.08
06d7f5abc31b4a02836349333ac02f33,4,10,177.9
06d95051c47a42f1a0704fca3be979be,38,3,86.19999999999999
06de851506d44f9f803058b8e01d4392,3,23,77.58
06e25a9a59f046de9aba0aa367613681,27,2,8.04
06e2f7db27064b629f73908f6b187561,43,2,33.31
06ed8e3c641e4e8e803f336e5b20ddd7,4,5,130.14
06ef15a17adf4d7189287d691d3965e4,4,13,22.66
06f4bfb1cb4c4c968add3d9980a279fa,23,9,205.42
06f7365ea14649b4a54935bd2fa6f5e3,5,5,17.94
0707c762ab764cb2a29fec7f1cb798ba,17,4,87.5
070a3bb5f2874b9da388626c84b4b64a,5,11,50.29
070c6e10c833437d9e28ea80b0af48d8,6,14,172.1
07220f70535d46459cbe0ca0e2c85dec,0,13,36.86
07223b7cc9d448b196562395c8f8d4c7,0,5,133.22
072290a7410e49d3a1e45a89c92c58f3,12,10,23.959999999999997
0726974d41e5448ebdbb441f00df925f,1,7,22.43
072731be403a472883bed6c38a8e7aa8,8,8,131.9
